/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/4/im_00806.jpg,1,783,393,1029,poireau
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/4/im_00806.jpg,715,296,1314,797,poireau
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/4/im_00806.jpg,1634,780,2048,1084,poireau
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/4/im_00806.jpg,337,767,426,856,poireau_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/4/im_00806.jpg,739,660,837,756,poireau_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/4/im_00806.jpg,1606,753,1704,861,poireau_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/60/1/im_00821.jpg,238,703,1032,902,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/60/1/im_00821.jpg,2189,661,2448,1153,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/60/1/im_00821.jpg,602,735,736,888,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/60/1/im_00821.jpg,2134,906,2268,1036,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00133.jpg,353,118,627,1231,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00133.jpg,1608,559,1978,1114,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00133.jpg,508,716,659,886,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00133.jpg,1557,769,1710,922,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,84,779,715,982,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,702,559,1024,1022,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,995,579,1379,918,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,1442,535,1627,913,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,1697,606,2058,1004,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,1686,495,2365,818,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,1,612,395,844,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,2022,315,2336,984,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,161,650,304,778,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,351,776,504,922,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,853,725,997,871,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,1104,742,1246,873,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,1468,693,1608,825,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,1742,761,1872,863,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,1912,646,2044,767,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,2006,618,2151,759,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/100/2/im_00222.jpg,2351,721,2448,846,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/mais/2/im_01931.jpg,396,418,598,586,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/mais/2/im_01931.jpg,1725,390,2048,547,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/mais/2/im_01931.jpg,497,442,584,530,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/mais/2/im_01931.jpg,1772,467,1861,559,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/3/im_00380.jpg,76,658,476,801,poireau
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/3/im_00380.jpg,318,575,887,1104,poireau
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/3/im_00380.jpg,1168,412,1796,1088,poireau
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/3/im_00380.jpg,1656,667,2048,872,poireau
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/3/im_00380.jpg,11,670,104,765,poireau_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/3/im_00380.jpg,390,656,471,756,poireau_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/3/im_00380.jpg,847,640,937,735,poireau_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/3/im_00380.jpg,1220,724,1318,811,poireau_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-07-03_larrere/poireau/3/im_00380.jpg,1620,687,1705,769,poireau_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00036.jpg,155,747,1153,1033,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00036.jpg,544,808,697,967,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/2/im_00010.jpg,478,907,637,1075,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/2/im_00010.jpg,1,551,653,1536,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00032.jpg,2,659,619,1284,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00032.jpg,2259,705,2448,1112,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00032.jpg,427,839,599,1008,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00032.jpg,2211,789,2366,937,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-10-05_ctifl/haricot/im_00401.jpg,19,470,235,774,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-10-05_ctifl/haricot/im_00401.jpg,405,691,610,972,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-10-05_ctifl/haricot/im_00401.jpg,38,691,140,791,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-10-05_ctifl/haricot/im_00401.jpg,432,793,534,897,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/mais/3/im_03111.jpg,231,140,382,243,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/mais/3/im_03111.jpg,279,164,372,262,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00042.jpg,1523,697,2382,953,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais/7/im_00042.jpg,1689,793,1838,954,mais_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,148,952,329,1286,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,461,820,653,1267,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,1006,971,1226,1080,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,1114,967,1410,1191,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,1325,1054,1688,1252,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,2048,978,2363,1276,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,2323,1067,2446,1320,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,165,1052,316,1191,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,527,993,659,1110,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,1061,963,1174,1071,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,1187,986,1312,1114,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,1431,1078,1555,1203,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,2097,1056,2210,1171,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/mais_haricot_feverole_pois/50/2/im_00221.jpg,2323,1040,2448,1169,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/haricot/1/im_04921.jpg,150,724,507,894,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/haricot/1/im_04921.jpg,1036,654,1180,956,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/haricot/1/im_04921.jpg,1844,788,2022,932,haricot
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/haricot/1/im_04921.jpg,390,753,494,861,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/haricot/1/im_04921.jpg,1050,769,1149,869,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/haricot/1/im_04921.jpg,1907,802,2007,901,haricot_tige
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/mais/4/im_04111.jpg,1044,188,1260,462,mais
/media/deepwater/DATA/Shared/Louis/datasets/training_set/2019-05-23_montoldre/mais/4/im_04111.jpg,1134,330,1232,423,mais_tige
